UHX	CHEMBL3318911
8KX	CHEMBL3335789
3HY	CHEMBL3337531
3JK	CHEMBL3344077
3JV	CHEMBL3344080
7L5	CHEMBL3358117
3P0	CHEMBL3358341
3YV	CHEMBL3416025
4ME	CHEMBL3416133
37J	CHEMBL3337854
A6K	CHEMBL3344387
3R0	CHEMBL3354185
3QW	CHEMBL3354187
3KO	CHEMBL3354247
7C4	CHEMBL414042
51G	CHEMBL463809
3LZ	CHEMBL3338060
3VF	CHEMBL3354494
3VM	CHEMBL3393386
C7W	CHEMBL3426614
Q7M	CHEMBL3321822
3ZJ	CHEMBL3401541
6DR	CHEMBL3526249
3O1	CHEMBL3359166
WG8	CHEMBL3427183
5QV	CHEMBL3427251
62N	CHEMBL3322302
VVQ	CHEMBL3330104
BJG	CHEMBL3330121
3U5	CHEMBL3394059
QZ3	CHEMBL3394242
HF4	CHEMBL3417290
6DO	CHEMBL3359822
IVU	CHEMBL3394386
BNM	CHEMBL3410003
9EA	CHEMBL3417706
8M5	CHEMBL3989267
7BW	CHEMBL3975283
77C	CHEMBL3928407
IHS	CHEMBL3945401
3K9	CHEMBL3989972
W7Q	CHEMBL3990159
R8C	CHEMBL3915997
6DY	CHEMBL3937413
5M7	CHEMBL3941588
6GC	CHEMBL3945793
5F5	CHEMBL3967375
9GJ	CHEMBL4060569
74K	CHEMBL4061055
74Q	CHEMBL4061634
5RE	CHEMBL4061928
7KE	CHEMBL4062236
PV8	CHEMBL4062355
W79	CHEMBL4071288
82D	CHEMBL4075197
LJP	CHEMBL4075348
JHY	CHEMBL4092205
8UY	CHEMBL4083851
J5E	CHEMBL4083889
9EZ	CHEMBL4084029
P59	CHEMBL4092437
5TT	CHEMBL4096606
82G	CHEMBL4080018
8KN	CHEMBL4084283
DQJ	CHEMBL4067490
7OG	CHEMBL4076035
8U9	CHEMBL4076292
6OL	CHEMBL4097463
F0P	CHEMBL4067973
8U3	CHEMBL4076637
9UG	CHEMBL4089325
2CU	CHEMBL4089376
WWO	CHEMBL4085190
C0S	CHEMBL4089505
LQE	CHEMBL4097892
9OS	CHEMBL4097898
EXV	CHEMBL4102188
9OG	CHEMBL4064297
89J	CHEMBL4068525
PKU	CHEMBL4077137
P6U	CHEMBL4098403
8HM	CHEMBL4102858
AJJ	CHEMBL4069137
6SQ	CHEMBL4073472
87S	CHEMBL4098863
R07	CHEMBL4103104
W45	CHEMBL4065147
8U0	CHEMBL4069230
XLO	CHEMBL4069407
7HF	CHEMBL4090531
9HG	CHEMBL4094717
TU0	CHEMBL4094756
2XH	CHEMBL4094874
BUV	CHEMBL4103298
OOS	CHEMBL4065334
C3J	CHEMBL4065346
73K	CHEMBL4065484
XNH	CHEMBL4078100
IWW	CHEMBL4078202
GK9	CHEMBL4095025
GMQ	CHEMBL4117175
8RZ	CHEMBL4065529
8OJ	CHEMBL4069824
8L2	CHEMBL4074127
8ZA	CHEMBL4074213
JTM	CHEMBL4103817
4IH	CHEMBL4117684
SIX	CHEMBL4070290
7Y0	CHEMBL4070458
7XV	CHEMBL4074798
9FG	CHEMBL4095883
B8P	CHEMBL4095967
89G	CHEMBL4092002
9OJ	CHEMBL4092027
9J4	CHEMBL4096145
6W0	CHEMBL4066708
9P4	CHEMBL4070784
N4T	CHEMBL204459
LX0	CHEMBL470084
L89	CHEMBL354077
JD7	CHEMBL31215
ABX	CHEMBL369125
D6E	CHEMBL596351
BZM	CHEMBL1239
27U	CHEMBL1198147
877	CHEMBL382639
SNL	CHEMBL1393
KN9	CHEMBL155333
DKK	CHEMBL257543
BCH	CHEMBL139908
1X5	CHEMBL1084928
BRA	CHEMBL336434
AAU	CHEMBL444621
YDI	CHEMBL452021
PSB	CHEMBL297273
AF	CHEMBL84472
13P	CHEMBL1161998
0TR	CHEMBL121188
CCN	CHEMBL45211
L60	CHEMBL12593
K57	CHEMBL54191
LZ5	CHEMBL445420
OTA	CHEMBL139393
3CN	CHEMBL14409
NC3	CHEMBL66380
HCR	CHEMBL497834
555	CHEMBL395308
TY5	CHEMBL147608
URS	CHEMBL263376
5KG	CHEMBL205232
222	CHEMBL221595
PZL	CHEMBL456649
FNU	CHEMBL474165
24T	CHEMBL505019
LZ1	CHEMBL86795
L1E	CHEMBL1197798
N76	CHEMBL123368
CO1	CHEMBL434302
ILB	CHEMBL157105
PU2	CHEMBL324951
IPI	CHEMBL41600
NTI	CHEMBL1401
MCZ	CHEMBL333950
3ID	CHEMBL92636
3G4	CHEMBL495597
LZZ	CHEMBL408706
6QD	CHEMBL13130
852	CHEMBL421518
R47	CHEMBL507420
DGP	CHEMBL477487
DX4	CHEMBL727
R20	CHEMBL194853
LK1	CHEMBL458624
OAN	CHEMBL404482
SHA	CHEMBL309339
6WS	CHEMBL363207
S2D	CHEMBL55771
MH4	CHEMBL1169805
1BY	CHEMBL294192
HOX	CHEMBL231389
TDA	CHEMBL107874
LCF	CHEMBL300982
PSI	CHEMBL49004
B10	CHEMBL451523
27R	CHEMBL1077
IDJ	CHEMBL510486
364	CHEMBL200335
JEV	CHEMBL1218
JE2	CHEMBL300891
GQV	CHEMBL52209
KNA	CHEMBL108436
F8A	CHEMBL474942
740	CHEMBL258040
FMS	CHEMBL67511
CKI	CHEMBL489157
SIN	CHEMBL576
TIM	CHEMBL499
216	CHEMBL284314
885	CHEMBL210593
A28	CHEMBL1091788
GZB	CHEMBL461
ERH	CHEMBL191740
9HB	CHEMBL556489
LYG	CHEMBL572513
XXX	CHEMBL427409
11C	CHEMBL1169505
DMP	CHEMBL21145
CGO	CHEMBL429694
X67	CHEMBL1315002
4AO	CHEMBL1374061
56U	CHEMBL1502799
JNZ	CHEMBL1331627
NP7	CHEMBL1609857
ZYH	CHEMBL1615314
6DP	CHEMBL1703303
AO3	CHEMBL1230997
BMW	CHEMBL1684988
C2Z	CHEMBL1739997
D9H	CHEMBL1738787
MPW	CHEMBL1738840
RLL	CHEMBL1738890
3RP	CHEMBL1738736
L7A	CHEMBL1738828
6K9	CHEMBL1683590
1NG	CHEMBL1649664
F9Z	CHEMBL1709089
ROX	CHEMBL1214185
IA2	CHEMBL1738815
ZGC	CHEMBL1738950
UNE	CHEMBL1738915
6WN	CHEMBL1628056
6MU	CHEMBL1650614
IVM	CHEMBL263291
0M1	CHEMBL1645270
XDH	CHEMBL1738928
DU7	CHEMBL1723906
EQ2	CHEMBL1682930
WBI	CHEMBL1765097
2N8	CHEMBL1783734
GBA	CHEMBL1775009
15Q	CHEMBL1782958
S05	CHEMBL1761844
8WU	CHEMBL2336890
T6Q	CHEMBL2348651
YFD	CHEMBL2337126
Q21	CHEMBL2348823
H89	CHEMBL2324555
F9P	CHEMBL2333345
VZV	CHEMBL2315843
2XO	CHEMBL2358377
409	CHEMBL2311918
1AQ	CHEMBL2316217
T3C	CHEMBL2312185
8XG	CHEMBL2364560
XRS	CHEMBL2312565
3LD	CHEMBL2338786
H4V	CHEMBL2312867
1BG	CHEMBL2365483
UL7	CHEMBL2335188
Z8Z	CHEMBL2347184
1HJ	CHEMBL2347207
1MY	CHEMBL2347393
14N	CHEMBL2326882
1FE	CHEMBL2326884
UGJ	CHEMBL2313832
19M	CHEMBL2314130
12R	CHEMBL2323558
I4I	CHEMBL2323583
1DH	CHEMBL2323848
7ES	CHEMBL2332572
2E7	CHEMBL2251820
4ZE	CHEMBL3092391
HNW	CHEMBL3092402
X20	CHEMBL3109940
VD2	CHEMBL3084958
HNV	CHEMBL3092409
2C6	CHEMBL3110117
75X	CHEMBL3110223
G6T	CHEMBL3110226
2T2	CHEMBL3120360
2T7	CHEMBL3120364
A8K	CHEMBL3183502
46B	CHEMBL3217973
50H	CHEMBL3265005
1IR	CHEMBL3287906
2W6	CHEMBL3298371
DQ5	CHEMBL3234588
CW2	CHEMBL3276621
66F	CHEMBL3301601
UMC	CHEMBL3144338
27M	CHEMBL3185091
I41	CHEMBL3235412
5AO	CHEMBL3262562
2QV	CHEMBL3262583
NV1	CHEMBL3302647
9U3	CHEMBL3181913
ANU	CHEMBL3251336
2LK	CHEMBL3220864
0VH	CHEMBL3237556
1JD	CHEMBL3221489
S0D	CHEMBL3233605
B0W	CHEMBL3237973
5G1	CHEMBL3237995
0L9	CHEMBL3259893
LF2	CHEMBL3259895
62B	CHEMBL3291398
N0V	CHEMBL3645227
2VF	CHEMBL3577274
2VM	CHEMBL3577290
FH9	CHEMBL3577332
4L6	CHEMBL3586447
ZXM	CHEMBL3586553
4V4	CHEMBL3586656
2K0	CHEMBL3596912
3KY	CHEMBL3597020
5U5	CHEMBL3699142
G04	CHEMBL3577576
S85	CHEMBL3586663
519	CHEMBL3577868
49L	CHEMBL3589039
W82	CHEMBL4062639
8OM	CHEMBL4062836
TDR	CHEMBL993
3SK	CHEMBL114957
AUD	CHEMBL176687
94M	CHEMBL467399
KWT	CHEMBL428496
699	CHEMBL180948
MMG	CHEMBL550795
142	CHEMBL1201236
CTP	CHEMBL223533
SFI	CHEMBL18797
4NZ	CHEMBL282157
CHH	CHEMBL136916
IMA	CHEMBL1190476
3LF	CHEMBL484645
485	CHEMBL163022
1N9	CHEMBL386760
211	CHEMBL446061
ALQ	CHEMBL108778
5JK	CHEMBL497207
RE2	CHEMBL111234
3KE	CHEMBL603623
L4G	CHEMBL243789
789	CHEMBL190467
5BN	CHEMBL82767
R01	CHEMBL65230
VSF	CHEMBL296103
X90	CHEMBL1172910
EPT	CHEMBL149752
3ZU	CHEMBL576451
1LD	CHEMBL1463
1AU	CHEMBL522387
H6P	CHEMBL145233
580	CHEMBL121790
A4Z	CHEMBL94394
LCR	CHEMBL1201191
EMJ	CHEMBL221137
JMQ	CHEMBL493456
FU1	CHEMBL276521
GG1	CHEMBL496942
5QC	CHEMBL378093
RU5	CHEMBL179583
0XR	CHEMBL17347
879	CHEMBL1091999
IZN	CHEMBL293950
JZM	CHEMBL310759
SM2	CHEMBL257468
2A6	CHEMBL122264
B43	CHEMBL47940
NKS	CHEMBL1089210
MUI	CHEMBL219748
RIP	CHEMBL1159662
LYA	CHEMBL225072
009	CHEMBL406317
Q82	CHEMBL286777
TO1	CHEMBL99668
TZ5	CHEMBL117651
IBP	CHEMBL175
16R	CHEMBL192899
KNJ	CHEMBL573975
5NS	CHEMBL589370
P45	CHEMBL230347
5RH	CHEMBL411729
JZ1	CHEMBL321029
6LP	CHEMBL584384
EXM	CHEMBL1200374
PBP	CHEMBL401928
HLG	CHEMBL176800
LQH	CHEMBL310238
GLN	CHEMBL930
PIV	CHEMBL322719
ONM	CHEMBL403351
GTQ	CHEMBL1461
GBL	CHEMBL95681
0OT	CHEMBL160506
8FH	CHEMBL1171
ZPC	CHEMBL250053
3HE	CHEMBL123292
U1K	CHEMBL29024
UDP	CHEMBL130266
QLZ	CHEMBL485962
3AM	CHEMBL576739
2RJ	CHEMBL14212
PUT	CHEMBL46257
H5J	CHEMBL313378
27J	CHEMBL450613
LYT	CHEMBL13968
429	CHEMBL341103
ELI	CHEMBL135287
IHJ	CHEMBL188139
20A	CHEMBL521203
2E3	CHEMBL491294
N7I	CHEMBL501870
CH9	CHEMBL108829
PD1	CHEMBL189584
A48	CHEMBL1230722
AVF	CHEMBL1231099
3Q0	CHEMBL1614771
VHD	CHEMBL1215467
Q86	CHEMBL1235557
A4D	CHEMBL1230723
UTP	CHEMBL336296
FAD	CHEMBL1232653
GOX	CHEMBL1213470
RP5	CHEMBL1235722
AT6	CHEMBL1221659
ANO	CHEMBL1230988
BUL	CHEMBL1231509
S38	CHEMBL1615212
X24	CHEMBL1615283
EJZ	CHEMBL1614935
VSH	CHEMBL1241481
4GD	CHEMBL1439445
KWY	CHEMBL1475114
FVV	CHEMBL1624889
8OB	CHEMBL1428361
B3W	CHEMBL1624646
X11	CHEMBL1595789
WHW	CHEMBL3120607
1T7	CHEMBL3127485
2HW	CHEMBL3103857
2OQ	CHEMBL3128050
OFG	CHEMBL3128074
M68	CHEMBL3139682
LND	CHEMBL3139900
29Y	CHEMBL3086536
G8S	CHEMBL3140256
F46	CHEMBL3086685
MG0	CHEMBL3114000
2DY	CHEMBL3094408
2HX	CHEMBL3105022
G87	CHEMBL2288020
2VQ	CHEMBL3087323
1RD	CHEMBL3114723
X0R	CHEMBL3125476
1VZ	CHEMBL3134131
2YQ	CHEMBL3137320
1DZ	CHEMBL3088227
CF9	CHEMBL3088232
LC6	CHEMBL3126119
7KD	CHEMBL3137331
FSY	CHEMBL3137332
Q1A	CHEMBL3109202
2UU	CHEMBL3126304
GR2	CHEMBL2270922
1UG	CHEMBL3099581
L5V	CHEMBL3099705
Q9P	CHEMBL2289491
05R	CHEMBL3116309
4F1	CHEMBL3598140
D7E	CHEMBL3605516
4UY	CHEMBL3605643
4Y1	CHEMBL3622894
4E1	CHEMBL3589662
4E2	CHEMBL3589671
FSU	CHEMBL3605967
4LK	CHEMBL3629540
4L9	CHEMBL3601184
583	CHEMBL3604771
4VB	CHEMBL3604856
584	CHEMBL3604889
56G	CHEMBL3604921
563	CHEMBL3604922
IUL	CHEMBL3642656
4KH	CHEMBL3581115
4KK	CHEMBL3581121
CQ6	CHEMBL3590112
4VG	CHEMBL3608588
44O	CHEMBL3614083
H7Z	CHEMBL3701698
4GQ	CHEMBL3590526
4RT	CHEMBL3623815
4W4	CHEMBL3617082
4M1	CHEMBL3627864
2W4	CHEMBL3646801
EJD	CHEMBL3593494
50Y	CHEMBL3622131
36N	CHEMBL3628246
7Q7	CHEMBL3633360
639	CHEMBL3622392
EA4	CHEMBL3647424
OT5	CHEMBL3688339
IQ7	CHEMBL3628628
1G0	CHEMBL3651314
50E	CHEMBL3629009
8RC	CHEMBL3663929
2R2	CHEMBL3741545
89M	CHEMBL3752964
OTM	CHEMBL3753020
5XY	CHEMBL3771098
6B2	CHEMBL3753082
5X2	CHEMBL3785312
GGJ	CHEMBL3804971
J9K	CHEMBL3814479
6KD	CHEMBL3823738
4BK	CHEMBL3774507
V2C	CHEMBL3805249
69B	CHEMBL3814550
51Y	CHEMBL3764185
65U	CHEMBL3785703
67T	CHEMBL3805430
1TM	CHEMBL3805438
69A	CHEMBL3814891
57G	CHEMBL3786031
62O	CHEMBL3815097
4BJ	CHEMBL3775263
9CJ	CHEMBL3775272
KTJ	CHEMBL3806058
4ZJ	CHEMBL3736183
5JG	CHEMBL3746463
T40	CHEMBL3764967
69W	CHEMBL3806191
68R	CHEMBL3806195
6DG	CHEMBL3806216
5PU	CHEMBL3818203
4YX	CHEMBL3736430
5WO	CHEMBL3746624
60R	CHEMBL3775752
72G	CHEMBL3765495
6BS	CHEMBL3808672
6HZ	CHEMBL3818759
5RZ	CHEMBL3818894
5Y7	CHEMBL3798778
4UK	CHEMBL3758953
EB0	CHEMBL3780398
4RL	CHEMBL3819252
60U	CHEMBL3799339
5OE	CHEMBL3809656
6CV	CHEMBL3809682
WOS	CHEMBL3819644
36S	CHEMBL3781143
6CB	CHEMBL3792742
S3C	CHEMBL3792857
UAM	CHEMBL3799391
E42	CHEMBL3759959
6MY	CHEMBL3770514
6EJ	CHEMBL3793226
5GI	CHEMBL3741228
EVO	CHEMBL3760057
EB2	CHEMBL3781752
5ST	CHEMBL3781788
675	CHEMBL104937
PF2	CHEMBL515387
HBA	CHEMBL14193
509	CHEMBL213758
LG7	CHEMBL425646
AND	CHEMBL90593
TTP	CHEMBL363559
3QZ	CHEMBL1062
OAG	CHEMBL145979
2LG	CHEMBL329363
DGJ	CHEMBL110458
TFP	CHEMBL422
DMY	CHEMBL11252
O60	CHEMBL171476
VG5	CHEMBL251862
PF8	CHEMBL560377
CU9	CHEMBL1259
API	CHEMBL415306
NK	CHEMBL108925
AX6	CHEMBL577502
HQY	CHEMBL310555
JPM	CHEMBL405973
I50	CHEMBL401842
54G	CHEMBL1161012
006	CHEMBL231522
2MN	CHEMBL137
43F	CHEMBL240807
SG2	CHEMBL334167
ESC	CHEMBL203187
BDP	CHEMBL1159524
FA6	CHEMBL363381
R71	CHEMBL304858
5BU	CHEMBL214830
COR	CHEMBL9417
4OL	CHEMBL264485
BBU	CHEMBL160949
LOI	CHEMBL490961
9RA	CHEMBL1023
POY	CHEMBL1079905
CQG	CHEMBL237459
RYX	CHEMBL75113
HJD	CHEMBL461024
3MB	CHEMBL123978
097	CHEMBL279785
28P	CHEMBL112671
K62	CHEMBL220078
LWG	CHEMBL583144
RTL	CHEMBL986
LIE	CHEMBL380373
AM7	CHEMBL505896
COI	CHEMBL445647
W35	CHEMBL266800
TP4	CHEMBL418875
CMI	CHEMBL93087
DP3	CHEMBL227937
1U2	CHEMBL556663
446	CHEMBL261014
H21	CHEMBL564248
N30	CHEMBL474967
TMJ	CHEMBL286497
MC3	CHEMBL451503
5OG	CHEMBL408513
XAO	CHEMBL35107
LNK	CHEMBL16102
23Y	CHEMBL1082598
FGA	CHEMBL76232
CHG	CHEMBL382372
84D	CHEMBL560976
033	CHEMBL187523
7DG	CHEMBL219544
330	CHEMBL512341
ARL	CHEMBL89241
SS3	CHEMBL379218
JGE	CHEMBL372052
MYL	CHEMBL497719
DDA	CHEMBL454489
TR6	CHEMBL428
538	CHEMBL1230353
AD2	CHEMBL1230817
F13	CHEMBL1213447
7XY	CHEMBL1230587
Z90	CHEMBL1236936
B39	CHEMBL1231160
SYR	CHEMBL1236122
IPF	CHEMBL1233644
PAD	CHEMBL1235132
LI	CHEMBL1234004
RX4	CHEMBL1235767
UFR	CHEMBL1236552
EEC	CHEMBL1232489
TC8	CHEMBL1236215
1TB	CHEMBL1229780
DTH	CHEMBL1232386
S51	CHEMBL1235802
NJQ	CHEMBL1213019
AM2	CHEMBL1230961
4G5	CHEMBL1230285
CIU	CHEMBL1231797
XJX	CHEMBL1214827
17B	CHEMBL1213438
C24	CHEMBL1231568
905	CHEMBL1230642
K23	CHEMBL1233798
R3S	CHEMBL1208633
J45	CHEMBL1233722
DIP	CHEMBL1232240
PLR	CHEMBL1235333
PHL	CHEMBL1235287
GFB	CHEMBL1229250
4MZ	CHEMBL1230309
0BU	CHEMBL1206126
HCY	CHEMBL389621
KS4	CHEMBL1233881
DFA	CHEMBL1232181
Y27	CHEMBL559147
0PJ	CHEMBL1229588
CB4	CHEMBL1231661
2HA	CHEMBL1229937
JK1	CHEMBL1233747
AE3	CHEMBL1230841
AA9	CHEMBL1210359
AI2	CHEMBL1230903
GME	CHEMBL1233072
DLS	CHEMBL1221839
2DE	CHEMBL1229905
MM0	CHEMBL1234367
M3S	CHEMBL1234172
5BM	CHEMBL34704
ADF	CHEMBL1230826
CCR	CHEMBL1231689
QQQ	CHEMBL1235574
ZNP	CHEMBL1236974
8NC	CHEMBL1222019
TDP	CHEMBL1236235
7GP	CHEMBL1230565
C4E	CHEMBL1231605
C16	CHEMBL1231557
3NU	CHEMBL1230169
RUM	CHEMBL1235761
FGL	CHEMBL1232731
IMP	CHEMBL1207374
1CE	CHEMBL1213446
MUL	CHEMBL1234521
9HX	CHEMBL1230671
CBE	CHEMBL1231667
BKY	CHEMBL1526763
K0G	CHEMBL1412642
RC2	CHEMBL1472460
ODH	CHEMBL1408855
7O9	CHEMBL1257519
KTR	CHEMBL1619630
LCL	CHEMBL1437336
N7F	CHEMBL1951424
324	CHEMBL1230020
2CD	CHEMBL1951296
3TA	CHEMBL1945804
FFO	CHEMBL1908841
VHE	CHEMBL1939379
4RF	CHEMBL2002154
27O	CHEMBL1966247
7JX	CHEMBL2006044
3RW	CHEMBL1940244
DL6	CHEMBL1232255
25H	CHEMBL1229838
ABQ	CHEMBL1938415
SJJ	CHEMBL1957085
PMA	CHEMBL1235346
2HG	CHEMBL1614745
NX3	CHEMBL1910888
XOC	CHEMBL1938454
KXA	CHEMBL1909991
4HN	CHEMBL1957361
D65	CHEMBL1956285
G3A	CHEMBL1232915
NTF	CHEMBL1234850
SKK	CHEMBL1929396
6R7	CHEMBL1940317
2CB	CHEMBL1951277
0H3	CHEMBL1916290
6D7	CHEMBL1921985
5MV	CHEMBL1933349
VHA	CHEMBL1939371
KTC	CHEMBL1994343
087	CHEMBL1923431
P7C	CHEMBL1929238
6TP	CHEMBL1938654
6MS	CHEMBL1928784
09T	CHEMBL1945507
46K	CHEMBL1964243
38C	CHEMBL1976041
HZP	CHEMBL1233477
2JL	CHEMBL1950808
HI3	CHEMBL2011266
9MT	CHEMBL2079453
477	CHEMBL2017556
BG0	CHEMBL2103852
GPU	CHEMBL2041082
0KP	CHEMBL2011983
AWR	CHEMBL2012574
BH6	CHEMBL2035289
HKT	CHEMBL2079130
6Q9	CHEMBL2098015
E49	CHEMBL2010997
0RS	CHEMBL2089064
9G5	CHEMBL2037200
0YY	CHEMBL2063259
573	CHEMBL2087078
0R9	CHEMBL2059196
4GT	CHEMBL2030357
S25	CHEMBL2010809
C4T	CHEMBL2042857
BC4	CHEMBL2063403
SPS	CHEMBL105720
0F9	CHEMBL2032374
HI4	CHEMBL2043298
0S2	CHEMBL2041669
2R9	CHEMBL2105735
CKJ	CHEMBL2036808
0Y2	CHEMBL2018855
N53	CHEMBL2064557
7L0	CHEMBL2059907
0G1	CHEMBL2017555
0GO	CHEMBL2047887
DQ8	CHEMBL2022990
S0I	CHEMBL2094355
0QX	CHEMBL2086791
GGY	CHEMBL2042135
0SB	CHEMBL2069346
0KM	CHEMBL2011981
D0M	CHEMBL14178
1GD	CHEMBL574783
0N7	CHEMBL16755
ROL	CHEMBL430893
B5P	CHEMBL558337
NII	CHEMBL402205
DEA	CHEMBL1095280
4PA	CHEMBL44857
WAI	CHEMBL1161626
AG0	CHEMBL490672
36E	CHEMBL55641
QQ1	CHEMBL1079589
H5P	CHEMBL323799
HDI	CHEMBL211769
W54	CHEMBL6594
I1H	CHEMBL96434
1CB	CHEMBL1171859
AM1	CHEMBL12442
CFA	CHEMBL367623
MYZ	CHEMBL456732
LJ1	CHEMBL55960
8GK	CHEMBL115468
CH8	CHEMBL149299
GF0	CHEMBL308759
HZQ	CHEMBL225164
NC4	CHEMBL219695
TLT	CHEMBL1020
YET	CHEMBL551991
I45	CHEMBL1088751
M22	CHEMBL402823
XV6	CHEMBL57375
GP2	CHEMBL1164951
IEL	CHEMBL7889
9Z8	CHEMBL178727
94N	CHEMBL111507
B56	CHEMBL577547
S0E	CHEMBL442384
385	CHEMBL206031
FPB	CHEMBL425584
192	CHEMBL131244
ZCQ	CHEMBL13888
2SY	CHEMBL186124
BFQ	CHEMBL997
JFJ	CHEMBL1178161
LDC	CHEMBL554563
D20	CHEMBL366222
DZP	CHEMBL12
280	CHEMBL190795
5G9	CHEMBL365663
LAB	CHEMBL411879
9Y6	CHEMBL293492
K88	CHEMBL605003
P8P	CHEMBL191055
HLH	CHEMBL527817
95P	CHEMBL610462
BES	CHEMBL29292
LSN	CHEMBL191
SNT	CHEMBL515916
CQW	CHEMBL259833
HYN	CHEMBL122334
MSR	CHEMBL275339
MT3	CHEMBL461648
N2P	CHEMBL119296
1KJ	CHEMBL444710
GGT	CHEMBL1171076
ST3	CHEMBL109162
Z74	CHEMBL1097319
H52	CHEMBL406821
N58	CHEMBL41723
DIO	CHEMBL453716
DI7	CHEMBL180386
D5E	CHEMBL606552
B61	CHEMBL578135
DZ2	CHEMBL489285
LLC	CHEMBL10030
OCB	CHEMBL1234930
TH8	CHEMBL1236282
03G	CHEMBL254781
ZZO	CHEMBL1213085
G46	CHEMBL1232922
817	CHEMBL387262
CKB	CHEMBL1231802
ZMR	CHEMBL222813
4MC	CHEMBL1230301
7T9	CHEMBL1214399
UBF	CHEMBL221321
TTT	CHEMBL549695
24P	CHEMBL571091
462	CHEMBL391087
B4W	CHEMBL1231179
BBF	CHEMBL1231233
7W0	CHEMBL357979
SAL	CHEMBL424
HNG	CHEMBL1235432
PAR	CHEMBL370143
DCN	CHEMBL1232142
IW6	CHEMBL1233695
2BV	CHEMBL1213187
PG5	CHEMBL1235255
APO	CHEMBL1231023
KCS	CHEMBL1207991
UB2	CHEMBL1236532
A0H	CHEMBL1230687
FDS	CHEMBL1232699
CBC	CHEMBL1231666
9HO	CHEMBL1230670
N6G	CHEMBL1234595
LIX	CHEMBL1234021
DA	CHEMBL1206239
EML	CHEMBL1232515
O8A	CHEMBL1234899
K26	CHEMBL1233799
AET	CHEMBL1230851
RSO	CHEMBL1235743
FE1	CHEMBL1232702
15C	CHEMBL1229661
BIK	CHEMBL1231350
O26	CHEMBL1234888
A53	CHEMBL1230726
RIB	CHEMBL606078
LMT	CHEMBL1234047
G7M	CHEMBL1232939
CPU	CHEMBL1231909
CIE	CHEMBL1231791
7PA	CHEMBL1230579
43B	CHEMBL1230221
NNL	CHEMBL1234778
GN1	CHEMBL1233078
RF3	CHEMBL1235660
K21	CHEMBL1233797
XCF	CHEMBL1236788
SQO	CHEMBL1236036
MTX	CHEMBL34259
3FA	CHEMBL1230120
S30	CHEMBL1213116
8HG	CHEMBL1230628
SCG	CHEMBL1235867
AOE	CHEMBL1222035
MA6	CHEMBL1234197
1SL	CHEMBL1270127
S2G	CHEMBL1615211
3Q1	CHEMBL1614772
BOQ	CHEMBL1584149
FQD	CHEMBL1532322
GW1	CHEMBL1347703
H05	CHEMBL1603585
ZOO	CHEMBL1270835
8AS	CHEMBL1623240
715	CHEMBL1422
OUT	CHEMBL125278
SPM	CHEMBL23194
73Q	CHEMBL207228
CT2	CHEMBL117658
373	CHEMBL221735
J5Z	CHEMBL492529
CY9	CHEMBL260287
ATQ	CHEMBL362148
ES5	CHEMBL99408
B21	CHEMBL372832
SCZ	CHEMBL249736
P1F	CHEMBL264434
FYP	CHEMBL407
NNN	CHEMBL482193
AKG	CHEMBL1686
FNP	CHEMBL1161221
790	CHEMBL358860
135	CHEMBL64708
RMN	CHEMBL292411
PFL	CHEMBL526
418	CHEMBL325029
691	CHEMBL394895
ANG	CHEMBL8040
PIU	CHEMBL1184499
16Q	CHEMBL499585
YR3	CHEMBL272304
LAX	CHEMBL465183
HXM	CHEMBL524012
GVN	CHEMBL227924
OSP	CHEMBL328560
732	CHEMBL577910
MAE	CHEMBL539648
BXA	CHEMBL60851
GEL	CHEMBL1159973
5EA	CHEMBL485964
PHB	CHEMBL441343
CBS	CHEMBL467754
O62	CHEMBL476302
SKT	CHEMBL34615
821	CHEMBL356002
QPS	CHEMBL1566
FQ7	CHEMBL22876
AU1	CHEMBL576570
CYY	CHEMBL264001
CRP	CHEMBL147792
CUT	CHEMBL1392
9MQ	CHEMBL341260
F2C	CHEMBL219942
3C2	CHEMBL103741
74E	CHEMBL563608
72X	CHEMBL496430
4FC	CHEMBL106708
279	CHEMBL252128
ALE	CHEMBL679
A4V	CHEMBL1183228
IZP	CHEMBL427526
NGA	CHEMBL39064
4RU	CHEMBL449216
R04	CHEMBL65730
G9L	CHEMBL84096
0JJ	CHEMBL566685
O90	CHEMBL23296
FQC	CHEMBL481473
APB	CHEMBL20852
ZAR	CHEMBL313842
LIC	CHEMBL208963
A37	CHEMBL207095
654	CHEMBL66526
P47	CHEMBL539134
846	CHEMBL301213
5IG	CHEMBL400431
DSZ	CHEMBL1163057
007	CHEMBL382127
SSK	CHEMBL467308
J3A	CHEMBL482968
I53	CHEMBL587208
OGA	CHEMBL90852
PL0	CHEMBL14047
GW0	CHEMBL38508
UFP	CHEMBL886
DLM	CHEMBL276780
P39	CHEMBL408150
GOS	CHEMBL404748
AZZ	CHEMBL129
4HB	CHEMBL76398
9CA	CHEMBL243580
IEJ	CHEMBL176892
P36	CHEMBL1095447
EGT	CHEMBL47386
C73	CHEMBL470288
K55	CHEMBL375471
DTP	CHEMBL335538
NAP	CHEMBL295069
3QV	CHEMBL150302
FOT	CHEMBL1232805
KUP	CHEMBL19633
ETV	CHEMBL885
X89	CHEMBL368348
PNX	CHEMBL628
I4B	CHEMBL195882
C4F	CHEMBL1231606
BDI	CHEMBL280051
YTT	CHEMBL189558
